compound	type	feature	score
BAFETINIB	measurement	HIF1A	-5.775000727787011
BAFETINIB	measurement	HNF4A	5.36804991438094
BAFETINIB	measurement	SRF	4.7098103213963896
BAFETINIB	measurement	TAL1	3.967236043113482
BAFETINIB	measurement	GATA2	3.6016129765301304
BAFETINIB	measurement	TEAD1	3.4991584412268786
BAFETINIB	measurement	ATF4	-3.4648285536218753
BAFETINIB	measurement	MEF2A	3.4555032365622433
BAFETINIB	measurement	CEBPA	3.3740368745223495
BAFETINIB	measurement	TCF4	3.2151047349924684
BAFETINIB	measurement	CTCF	2.9942060783005267
BAFETINIB	measurement	MYC	-2.989127548269632
BAFETINIB	measurement	E2F4	-2.9167952561561012
BAFETINIB	measurement	FOXA1	2.8604548463910273
BAFETINIB	measurement	SPI1	2.8600791403094328
BAFETINIB	measurement	STAT5B	2.709524138500755
BAFETINIB	measurement	RUNX1	2.6871675297645976
BAFETINIB	measurement	SOX6	2.652538194450012
BAFETINIB	measurement	EBF1	2.6477907208377682
BAFETINIB	measurement	TEAD4	2.629793935718895
BAFETINIB	measurement	JUNB	2.3893365732698517
BAFETINIB	measurement	TWIST1	2.3797665927562686
BAFETINIB	measurement	MEF2C	2.361343073853705
BAFETINIB	measurement	POU4F2	2.3489084725748626
BAFETINIB	measurement	KLF1	2.2668599595537327
BAFETINIB	measurement	GATA3	2.2553957965378757
BAFETINIB	measurement	RUNX2	2.2522414918543765
BAFETINIB	measurement	PBX3	2.213340596862148
BAFETINIB	measurement	FLI1	2.1525846500011685
BAFETINIB	measurement	POU5F1	2.1316425739412304
BAFETINIB	measurement	KLF6	-2.1083240941052135
BAFETINIB	measurement	NFIC	2.0725955031158594
BAFETINIB	measurement	PAX5	2.0693233232124535
BAFETINIB	measurement	GATA6	2.062611418670079
BAFETINIB	measurement	SOX2	2.044784981864849
BAFETINIB	measurement	MAF	2.0099453622803574
BAFETINIB	measurement	HIC1	1.9790348881634277
BAFETINIB	measurement	ARNT	-1.9464682358607144
BAFETINIB	measurement	ZBTB33	-1.9422944416897057
BAFETINIB	measurement	SP3	1.9417611052054595
BAFETINIB	measurement	MEF2B	1.9063102905714533
BAFETINIB	measurement	IRF4	1.875697247842134
BAFETINIB	measurement	PROX1	1.8581661809891639
BAFETINIB	measurement	FOXM1	-1.8482026957760385
BAFETINIB	measurement	CDX2	1.8461402677062686
BAFETINIB	measurement	EPAS1	-1.796506318291152
BAFETINIB	measurement	FOS	1.7765781826260307
BAFETINIB	measurement	MNT	-1.7641544238340434
BOSUTINIB	measurement	HIF1A	-3.4106751602809044
BOSUTINIB	measurement	STAT2	-3.0061065785112655
BOSUTINIB	measurement	RFX5	-2.9475475738922987
BOSUTINIB	measurement	ZEB2	-2.786124597476043
BOSUTINIB	measurement	REL	-2.7447876603123604
BOSUTINIB	measurement	RARA	-2.7360821252455616
BOSUTINIB	measurement	NR1H2	-2.6950233111193937
BOSUTINIB	measurement	IRF9	-2.675427413107581
BOSUTINIB	measurement	STAT3	-2.582268909692219
BOSUTINIB	measurement	EGR1	-2.5632142292564297
BOSUTINIB	measurement	HNF4A	-2.5364218132235075
BOSUTINIB	measurement	BHLHE40	-2.4041615529414915
BOSUTINIB	measurement	IRF1	-2.3875912382112077
BOSUTINIB	measurement	ATF7	-2.329749118008058
BOSUTINIB	measurement	SREBF1	-2.3236853937867044
BOSUTINIB	measurement	KLF5	-2.308518933599516
BOSUTINIB	measurement	AR	-2.2827423031685057
BOSUTINIB	measurement	IRF2	-2.2674752874858166
BOSUTINIB	measurement	ARNT	-2.2173751801957824
BOSUTINIB	measurement	SREBF2	-2.1932871060695143
BOSUTINIB	measurement	SOX2	-2.145868628697804
BOSUTINIB	measurement	EPAS1	-2.112565290789222
BOSUTINIB	measurement	HOXA9	-2.081532079747548
BOSUTINIB	measurement	KDM5B	-2.0500112514706004
BOSUTINIB	measurement	SOX6	-2.003114233764426
BOSUTINIB	measurement	NFKB1	-1.9656570366663306
BOSUTINIB	measurement	YY1	-1.9142499346345496
BOSUTINIB	measurement	GABPA	1.9124671320618694
BOSUTINIB	measurement	PAX6	-1.904745596960959
BOSUTINIB	measurement	USF2	-1.899156436770694
BOSUTINIB	measurement	ETS2	-1.8801761687964507
BOSUTINIB	measurement	STAT1	-1.856421700882912
BOSUTINIB	measurement	NFIC	-1.8552013319128542
BOSUTINIB	measurement	ATF2	-1.8489823972651154
BOSUTINIB	measurement	NFE2L2	-1.8172929324610696
BOSUTINIB	measurement	GFI1B	-1.804671797798985
BOSUTINIB	measurement	CTCF	-1.8046088082390197
BOSUTINIB	measurement	FOXA1	-1.8031337107386776
BOSUTINIB	measurement	GATA2	-1.781625235766463
BOSUTINIB	measurement	NR5A2	1.7341881751126238
BOSUTINIB	measurement	RXRA	-1.7227849948443534
BOSUTINIB	measurement	POU2F1	-1.7081361393730463
BOSUTINIB	measurement	IRF4	1.7076367553691616
BOSUTINIB	measurement	RELB	-1.7046104676587757
BOSUTINIB	measurement	NFKB2	-1.6961005322202711
BOSUTINIB	measurement	MYOD1	-1.6864866610923124
BOSUTINIB	measurement	SRF	1.6764942585707077
BOSUTINIB	measurement	FOXM1	-1.603025170895135
BOSUTINIB	measurement	SP3	1.591902723958768
BOSUTINIB	measurement	MNT	-1.571534752318407
CABOZANTINIB	measurement	CEBPA	3.0326929674317467
CABOZANTINIB	measurement	POU2F1	2.992601498791203
CABOZANTINIB	measurement	MAZ	-2.9552169484515542
CABOZANTINIB	measurement	EGR1	-2.9155915743368106
CABOZANTINIB	measurement	NCOA1	2.832240024724195
CABOZANTINIB	measurement	TEAD1	2.8276340000999696
CABOZANTINIB	measurement	FOSL1	2.6755215013588827
CABOZANTINIB	measurement	LYL1	-2.6221696570287922
CABOZANTINIB	measurement	NFYA	-2.5361966354753718
CABOZANTINIB	measurement	ELF1	-2.477252091512504
CABOZANTINIB	measurement	GATA3	2.4729683749971465
CABOZANTINIB	measurement	PGR	2.3945824149706403
CABOZANTINIB	measurement	FOXA2	2.345589693152789
CABOZANTINIB	measurement	USF2	-2.335843524165078
CABOZANTINIB	measurement	MNT	-2.305840360557247
CABOZANTINIB	measurement	MEIS1	-2.2601407892553236
CABOZANTINIB	measurement	TCF4	2.227414606345877
CABOZANTINIB	measurement	POU4F2	2.207988837310284
CABOZANTINIB	measurement	IRF3	-2.174094830264309
CABOZANTINIB	measurement	FOXA1	2.1059415734240776
CABOZANTINIB	measurement	FOSL2	2.0939316844493283
CABOZANTINIB	measurement	NR3C1	2.0394176810127465
CABOZANTINIB	measurement	FOS	2.0391057043801286
CABOZANTINIB	measurement	TCF7L2	2.0071420881965283
CABOZANTINIB	measurement	KLF4	1.9855631821739401
CABOZANTINIB	measurement	TFDP1	1.9555547439941305
CABOZANTINIB	measurement	HNF1B	1.9531099217819579
CABOZANTINIB	measurement	KLF5	-1.9474874009712348
CABOZANTINIB	measurement	MEF2B	1.8848673830697713
CABOZANTINIB	measurement	RARA	-1.8746690175563634
CABOZANTINIB	measurement	GFI1B	-1.853422400625949
CABOZANTINIB	measurement	ONECUT1	1.8177126891002806
CABOZANTINIB	measurement	BCL6	-1.8120208364020316
CABOZANTINIB	measurement	JUN	1.7771742179877787
CABOZANTINIB	measurement	REST	-1.7454211681430525
CABOZANTINIB	measurement	ELF3	1.703139401405223
CABOZANTINIB	measurement	RFX1	-1.6900663935801832
CABOZANTINIB	measurement	HNF4A	1.6620931637711858
CABOZANTINIB	measurement	RELB	-1.6542361772533278
CABOZANTINIB	measurement	CDX2	1.653340593700142
CABOZANTINIB	measurement	MAX	-1.65157917297109
CABOZANTINIB	measurement	NFATC1	-1.5907579782863277
CABOZANTINIB	measurement	TCF3	-1.5799402478517621
CABOZANTINIB	measurement	ATF3	-1.5365429955111127
CABOZANTINIB	measurement	JUNB	1.4850139313240964
CABOZANTINIB	measurement	TBX21	-1.4600314239389685
CABOZANTINIB	measurement	KLF13	-1.4476115077908933
CABOZANTINIB	measurement	ELK4	1.4334762813578439
CABOZANTINIB	measurement	ZEB1	-1.4173450459364632
CABOZANTINIB	measurement	NCOA2	1.4074799262111901
CEDIRANIB	measurement	SREBF2	4.608894890320988
CEDIRANIB	measurement	ETS1	4.068371234762053
CEDIRANIB	measurement	E2F4	3.9592960691028547
CEDIRANIB	measurement	SRF	3.9181862620137404
CEDIRANIB	measurement	SREBF1	3.6336076281053162
CEDIRANIB	measurement	USF2	3.6316308693635673
CEDIRANIB	measurement	KLF13	3.521379497026122
CEDIRANIB	measurement	NR2F1	3.4567405522215564
CEDIRANIB	measurement	EGR1	3.4314791561406786
CEDIRANIB	measurement	FOXM1	3.075818325673423
CEDIRANIB	measurement	MITF	3.048363820617349
CEDIRANIB	measurement	KLF6	2.6685271662966223
CEDIRANIB	measurement	FOXK2	2.61989857782356
CEDIRANIB	measurement	FLI1	2.5121530550382367
CEDIRANIB	measurement	TWIST1	-2.382731882287699
CEDIRANIB	measurement	IRF3	2.3758637530294844
CEDIRANIB	measurement	TP63	2.3609817412209093
CEDIRANIB	measurement	HNF1B	-2.306481697697134
CEDIRANIB	measurement	SOX2	-2.256140274031268
CEDIRANIB	measurement	BHLHE40	2.246561835149278
CEDIRANIB	measurement	SP4	2.2384890835134197
CEDIRANIB	measurement	TCF3	2.221047607733901
CEDIRANIB	measurement	MYCN	2.1328175862605807
CEDIRANIB	measurement	NR3C1	-2.1102674933373096
CEDIRANIB	measurement	SP2	2.096626578876202
CEDIRANIB	measurement	GATA6	2.0914745614780177
CEDIRANIB	measurement	NFYA	2.0841170864615526
CEDIRANIB	measurement	USF1	2.071065431713215
CEDIRANIB	measurement	KLF5	2.065825829267561
CEDIRANIB	measurement	AR	-2.06081100590505
CEDIRANIB	measurement	MEIS1	1.9595757587304306
CEDIRANIB	measurement	ESR1	1.9277847581938046
CEDIRANIB	measurement	NFATC1	-1.9040394189428476
CEDIRANIB	measurement	SP3	-1.8786672299980052
CEDIRANIB	measurement	MXI1	1.85202328727743
CEDIRANIB	measurement	FOXL2	-1.840154131147829
CEDIRANIB	measurement	SP1	1.8182404472354257
CEDIRANIB	measurement	REL	-1.8170655628785868
CEDIRANIB	measurement	HINFP	1.7870310134052385
CEDIRANIB	measurement	NEUROD1	1.7776018235597746
CEDIRANIB	measurement	ETV6	1.7608837921473655
CEDIRANIB	measurement	HIF1A	1.7549201920715518
CEDIRANIB	measurement	HSF1	1.7489206411511906
CEDIRANIB	measurement	ATF7	1.7427848665312582
CEDIRANIB	measurement	MEF2A	1.7272809804590192
CEDIRANIB	measurement	IRF2	-1.6951867896209953
CEDIRANIB	measurement	MAX	1.6846968952232462
CEDIRANIB	measurement	ZNF274	-1.6755366228912771
CEDIRANIB	measurement	ARNT	-1.6720638734805557
CEDIRANIB	measurement	SPIB	-1.6677134718105935
CRENOLANIB	measurement	SRF	3.116349364243613
CRENOLANIB	measurement	ETS1	3.07718648045178
CRENOLANIB	measurement	CTCF	2.9962906298236858
CRENOLANIB	measurement	MAZ	2.97252159548847
CRENOLANIB	measurement	E2F4	2.827209454179259
CRENOLANIB	measurement	FOXM1	2.825772029931509
CRENOLANIB	measurement	NFKB1	-2.630640284518116
CRENOLANIB	measurement	IRF9	2.5992157844458212
CRENOLANIB	measurement	HSF1	2.5145944829311113
CRENOLANIB	measurement	ATF7	2.4760416733902493
CRENOLANIB	measurement	HNF4A	2.418073985753023
CRENOLANIB	measurement	KLF13	2.3680525947766307
CRENOLANIB	measurement	CDX2	2.3308203136450003
CRENOLANIB	measurement	RUNX1	2.2787328418579045
CRENOLANIB	measurement	SREBF2	2.264355641107376
CRENOLANIB	measurement	RFX5	-2.2501246828842425
CRENOLANIB	measurement	SP1	-2.173217305130852
CRENOLANIB	measurement	POU2F1	-2.1610599777669575
CRENOLANIB	measurement	SOX6	2.078595473942845
CRENOLANIB	measurement	SREBF1	2.0539027955706506
CRENOLANIB	measurement	SP4	2.0436574464255695
CRENOLANIB	measurement	SP2	2.0156552013330877
CRENOLANIB	measurement	TEAD1	1.9827915027310432
CRENOLANIB	measurement	EPAS1	-1.9586164374234531
CRENOLANIB	measurement	ESRRA	1.9503925372131348
CRENOLANIB	measurement	HHEX	1.9366408575454956
CRENOLANIB	measurement	RELA	-1.9356451493466846
CRENOLANIB	measurement	SATB1	1.8970294051108716
CRENOLANIB	measurement	NR2F2	1.891546577761904
CRENOLANIB	measurement	SP3	-1.8844024807370698
CRENOLANIB	measurement	MBD1	1.8825535759024208
CRENOLANIB	measurement	NRF1	1.8211900209952725
CRENOLANIB	measurement	ESR2	-1.795078880244588
CRENOLANIB	measurement	IRF2	-1.783459482628831
CRENOLANIB	measurement	FLI1	1.7781552932284999
CRENOLANIB	measurement	E2F2	1.7506227712446463
CRENOLANIB	measurement	ZBTB33	1.6307282381335708
CRENOLANIB	measurement	ETS2	-1.6269668786564202
CRENOLANIB	measurement	FOXO4	-1.5987285173737646
CRENOLANIB	measurement	TAL1	1.5919001473304948
CRENOLANIB	measurement	MNT	1.5884045336924841
CRENOLANIB	measurement	KLF4	-1.5617982044439847
CRENOLANIB	measurement	ATF2	-1.5479377867675812
CRENOLANIB	measurement	NR2F1	1.5114089764628955
CRENOLANIB	measurement	FOSL1	-1.4746495280092342
CRENOLANIB	measurement	BACH1	1.4721319474226273
CRENOLANIB	measurement	NCOA3	1.4718571755196626
CRENOLANIB	measurement	E2F3	1.4526704435142659
CRENOLANIB	measurement	MYCN	1.4361870424927936
CRENOLANIB	measurement	TBP	-1.4334987718896304
CRIZOTINIB	measurement	EGR1	-3.4348387521829564
CRIZOTINIB	measurement	NCOA1	2.9956659200393276
CRIZOTINIB	measurement	E2F6	-2.9004007016552578
CRIZOTINIB	measurement	IRF3	-2.730101614720904
CRIZOTINIB	measurement	TCF7L2	2.538165644135132
CRIZOTINIB	measurement	MYOD1	-2.493160690223882
CRIZOTINIB	measurement	EBF1	-2.485081401982551
CRIZOTINIB	measurement	STAT5B	-2.46112669820039
CRIZOTINIB	measurement	FOXA1	2.4168252747857952
CRIZOTINIB	measurement	GATA2	2.402194193458882
CRIZOTINIB	measurement	SREBF2	-2.3127121303252136
CRIZOTINIB	measurement	ATF1	2.2651965999285437
CRIZOTINIB	measurement	CTCF	-2.255089583549696
CRIZOTINIB	measurement	RFX1	-2.2410558899081896
CRIZOTINIB	measurement	TCF3	-2.2258693958730698
CRIZOTINIB	measurement	KLF5	-2.2066991262606885
CRIZOTINIB	measurement	RFX5	-2.195528830741306
CRIZOTINIB	measurement	NFYA	-2.142512153581017
CRIZOTINIB	measurement	RUNX2	2.127086577142861
CRIZOTINIB	measurement	IRF4	2.0795096417865837
CRIZOTINIB	measurement	NFATC1	-2.03947874258319
CRIZOTINIB	measurement	HIC1	2.0023293567590463
CRIZOTINIB	measurement	ETS2	1.9610592452880151
CRIZOTINIB	measurement	GATA3	1.9592317962296242
CRIZOTINIB	measurement	SMAD5	1.9583226971093952
CRIZOTINIB	measurement	ZEB1	-1.819040763294975
CRIZOTINIB	measurement	MYC	1.798607430582992
CRIZOTINIB	measurement	CDX2	1.7903921711980204
CRIZOTINIB	measurement	SREBF1	-1.709211949093708
CRIZOTINIB	measurement	ELF1	-1.7028174968392629
CRIZOTINIB	measurement	NCOA2	1.6995354870173842
CRIZOTINIB	measurement	GATA6	1.6914321106280845
CRIZOTINIB	measurement	NR2F1	-1.6370560025853944
CRIZOTINIB	measurement	GFI1B	-1.6287152477144111
CRIZOTINIB	measurement	IRF9	-1.6177777612409998
CRIZOTINIB	measurement	MYBL2	1.6004286635549636
CRIZOTINIB	measurement	RELA	-1.5608705041970272
CRIZOTINIB	measurement	HOXA9	1.5602150423839005
CRIZOTINIB	measurement	HIF1A	-1.5513438190262692
CRIZOTINIB	measurement	PAX5	-1.5317877050502404
CRIZOTINIB	measurement	GLI2	-1.5284137568046738
CRIZOTINIB	measurement	TAL1	-1.5207014194572321
CRIZOTINIB	measurement	TBX21	-1.5130551777497179
CRIZOTINIB	measurement	SP2	1.4747907346681564
CRIZOTINIB	measurement	YY1	-1.4671463061964598
CRIZOTINIB	measurement	E2F1	1.4520345600003393
CRIZOTINIB	measurement	NR2F6	-1.4447376430966978
CRIZOTINIB	measurement	FOXL2	-1.393871574311884
CRIZOTINIB	measurement	MXI1	-1.373241634370173
CRIZOTINIB	measurement	TEAD4	-1.3694224063011002
DACOMITINIB	measurement	SRF	4.711175738050432
DACOMITINIB	measurement	FOXM1	3.599187569821577
DACOMITINIB	measurement	RELA	-3.513928478293622
DACOMITINIB	measurement	SREBF1	3.4596448189909723
DACOMITINIB	measurement	KLF5	3.398117321663804
DACOMITINIB	measurement	TEAD1	3.2657675194955145
DACOMITINIB	measurement	SP4	3.228747616557869
DACOMITINIB	measurement	ETS1	3.126090831597723
DACOMITINIB	measurement	MEF2A	2.861267247990194
DACOMITINIB	measurement	NCOA3	2.8510334877949526
DACOMITINIB	measurement	MNT	2.7458914696048993
DACOMITINIB	measurement	TAL1	2.6835244235454696
DACOMITINIB	measurement	LYL1	2.528521300105455
DACOMITINIB	measurement	IRF1	-2.5186064536276196
DACOMITINIB	measurement	FOXL2	-2.482057974823717
DACOMITINIB	measurement	REL	-2.429571971651623
DACOMITINIB	measurement	RUNX1	2.422519578679907
DACOMITINIB	measurement	TCF3	2.410217162498792
DACOMITINIB	measurement	E2F4	2.353846520709828
DACOMITINIB	measurement	NFKB2	-2.338652586442677
DACOMITINIB	measurement	NFKB1	-2.3185413708247253
DACOMITINIB	measurement	MEIS1	2.305601150789103
DACOMITINIB	measurement	CTCF	2.30365024486932
DACOMITINIB	measurement	HNF4A	2.2512963795296557
DACOMITINIB	measurement	TCF7L2	2.239448612888831
DACOMITINIB	measurement	MITF	2.2330161372542645
DACOMITINIB	measurement	ESRRA	2.1974557748751633
DACOMITINIB	measurement	NFE2L1	2.1964057560950896
DACOMITINIB	measurement	BCL6	2.1943286194814804
DACOMITINIB	measurement	SOX2	2.1178961751596135
DACOMITINIB	measurement	ONECUT1	2.11196925988675
DACOMITINIB	measurement	FOXO3	-2.1112744202174247
DACOMITINIB	measurement	FOXA1	2.0893434202374923
DACOMITINIB	measurement	AR	-2.0852486931076855
DACOMITINIB	measurement	E2F1	2.059211181164485
DACOMITINIB	measurement	SREBF2	2.0067909404093798
DACOMITINIB	measurement	HSF1	2.0034713417967076
DACOMITINIB	measurement	USF2	2.0024397174018986
DACOMITINIB	measurement	CEBPA	1.891488215170691
DACOMITINIB	measurement	HIC1	1.874396827992267
DACOMITINIB	measurement	KLF1	1.8527954164442044
DACOMITINIB	measurement	GABPA	1.8250976877013634
DACOMITINIB	measurement	MYC	1.8126872506674496
DACOMITINIB	measurement	TFAP2A	-1.7859629104063675
DACOMITINIB	measurement	FOXK2	1.7721796774885437
DACOMITINIB	measurement	GATA6	1.7404085458007001
DACOMITINIB	measurement	NR2F2	1.7380663983124318
DACOMITINIB	measurement	NRF1	1.7320596074770123
DACOMITINIB	measurement	CEBPB	1.7124712924972345
DACOMITINIB	measurement	ARNTL	-1.7030856072109315
DASATINIB	measurement	ATF4	-4.004947937511399
DASATINIB	measurement	IRF3	-3.767101047511024
DASATINIB	measurement	MBD1	-2.854636380710532
DASATINIB	measurement	NR2F1	-2.838462984390609
DASATINIB	measurement	CTCF	-2.7957620301689965
DASATINIB	measurement	HSF1	-2.547705744508654
DASATINIB	measurement	SREBF2	-2.373046467341843
DASATINIB	measurement	BHLHE40	-2.3408972240467456
DASATINIB	measurement	SREBF1	-2.1828758059474715
DASATINIB	measurement	MNT	-2.179180785714449
DASATINIB	measurement	TCF3	-2.1742196821231117
DASATINIB	measurement	TP73	2.1433532037665892
DASATINIB	measurement	STAT4	2.1058588854753575
DASATINIB	measurement	FOXO1	2.0826523864245923
DASATINIB	measurement	FOXA1	2.0560656252967036
DASATINIB	measurement	ELK1	2.0340434070082156
DASATINIB	measurement	ESR1	-1.9903066904083897
DASATINIB	measurement	STAT2	-1.9667765014034315
DASATINIB	measurement	MYOD1	-1.9641739794781063
DASATINIB	measurement	XBP1	-1.9219450955205473
DASATINIB	measurement	ZEB1	-1.9093163845743337
DASATINIB	measurement	ETS1	-1.8438751884963691
DASATINIB	measurement	PGR	1.8056605731265691
DASATINIB	measurement	MAFG	1.7910132758555233
